"","Notes","state","State.Code","Year","Year.Code","Single.Year.Ages","Single.Year.Ages.Code","Deaths","Population","Crude.Rate"
"16313","","Maryland",24,2016,2016,"26 years",26,136,86037,"158.1"
"16314","","Maryland",24,2016,2016,"27 years",27,134,83514,"160.5"
"16315","","Maryland",24,2016,2016,"28 years",28,111,84005,"132.1"
"16316","","Maryland",24,2016,2016,"29 years",29,148,83411,"177.4"
"16317","","Maryland",24,2016,2016,"30 years",30,104,83535,"124.5"
"16318","","Maryland",24,2017,2017,"21 years",21,76,75133,"101.2"
"16319","","Maryland",24,2017,2017,"22 years",22,88,76159,"115.5"
"16320","","Maryland",24,2017,2017,"23 years",23,93,78458,"118.5"
"16321","","Maryland",24,2017,2017,"24 years",24,125,81632,"153.1"
"16322","","Maryland",24,2017,2017,"25 years",25,106,82227,"128.9"
"16323","","Maryland",24,2017,2017,"26 years",26,131,84890,"154.3"
"16324","","Maryland",24,2017,2017,"27 years",27,147,86638,"169.7"
"16325","","Maryland",24,2017,2017,"28 years",28,164,83889,"195.5"
"16326","","Maryland",24,2017,2017,"29 years",29,139,83807,"165.9"
"16327","","Maryland",24,2017,2017,"30 years",30,142,83841,"169.4"
"16328","","Massachusetts",25,1999,1999,"21 years",21,48,79483,"60.4"
"16329","","Massachusetts",25,1999,1999,"22 years",22,51,77724,"65.6"
"16330","","Massachusetts",25,1999,1999,"23 years",23,46,75612,"60.8"
"16331","","Massachusetts",25,1999,1999,"24 years",24,61,79739,"76.5"
"16332","","Massachusetts",25,1999,1999,"25 years",25,46,80990,"56.8"
"16333","","Massachusetts",25,1999,1999,"26 years",26,52,82342,"63.2"
"16334","","Massachusetts",25,1999,1999,"27 years",27,51,95153,"53.6"
"16335","","Massachusetts",25,1999,1999,"28 years",28,60,99253,"60.5"
"16336","","Massachusetts",25,1999,1999,"29 years",29,64,97572,"65.6"
"16337","","Massachusetts",25,1999,1999,"30 years",30,67,99713,"67.2"
"16338","","Massachusetts",25,2000,2000,"21 years",21,47,81961,"57.3"
"16339","","Massachusetts",25,2000,2000,"22 years",22,51,79765,"63.9"
"16340","","Massachusetts",25,2000,2000,"23 years",23,48,77511,"61.9"
"16341","","Massachusetts",25,2000,2000,"24 years",24,45,78993,"57.0"
"16342","","Massachusetts",25,2000,2000,"25 years",25,43,82037,"52.4"
"16343","","Massachusetts",25,2000,2000,"26 years",26,39,79903,"48.8"
"16344","","Massachusetts",25,2000,2000,"27 years",27,58,85029,"68.2"
"16345","","Massachusetts",25,2000,2000,"28 years",28,60,90078,"66.6"
"16346","","Massachusetts",25,2000,2000,"29 years",29,62,96977,"63.9"
"16347","","Massachusetts",25,2000,2000,"30 years",30,61,100258,"60.8"
"16348","","Massachusetts",25,2001,2001,"21 years",21,51,85830,"59.4"
"16349","","Massachusetts",25,2001,2001,"22 years",22,52,82832,"62.8"
"16350","","Massachusetts",25,2001,2001,"23 years",23,53,80530,"65.8"
"16351","","Massachusetts",25,2001,2001,"24 years",24,55,81299,"67.7"
"16352","","Massachusetts",25,2001,2001,"25 years",25,53,82190,"64.5"
"16353","","Massachusetts",25,2001,2001,"26 years",26,75,83252,"90.1"
"16354","","Massachusetts",25,2001,2001,"27 years",27,60,80981,"74.1"
"16355","","Massachusetts",25,2001,2001,"28 years",28,68,84912,"80.1"
"16356","","Massachusetts",25,2001,2001,"29 years",29,70,89537,"78.2"
"16357","","Massachusetts",25,2001,2001,"30 years",30,88,96219,"91.5"
"16358","","Massachusetts",25,2002,2002,"21 years",21,72,85350,"84.4"
"16359","","Massachusetts",25,2002,2002,"22 years",22,54,85175,"63.4"
"16360","","Massachusetts",25,2002,2002,"23 years",23,56,82566,"67.8"
"16361","","Massachusetts",25,2002,2002,"24 years",24,59,81966,"72.0"
"16362","","Massachusetts",25,2002,2002,"25 years",25,56,83860,"66.8"
"16363","","Massachusetts",25,2002,2002,"26 years",26,42,82176,"51.1"
"16364","","Massachusetts",25,2002,2002,"27 years",27,50,83251,"60.1"
"16365","","Massachusetts",25,2002,2002,"28 years",28,69,81406,"84.8"
"16366","","Massachusetts",25,2002,2002,"29 years",29,65,84390,"77.0"
"16367","","Massachusetts",25,2002,2002,"30 years",30,76,89427,"85.0"
"16368","","Massachusetts",25,2003,2003,"21 years",21,56,85823,"65.3"
"16369","","Massachusetts",25,2003,2003,"22 years",22,61,84018,"72.6"
"16370","","Massachusetts",25,2003,2003,"23 years",23,64,84601,"75.6"
"16371","","Massachusetts",25,2003,2003,"24 years",24,52,83770,"62.1"
"16372","","Massachusetts",25,2003,2003,"25 years",25,47,84146,"55.9"
"16373","","Massachusetts",25,2003,2003,"26 years",26,62,83451,"74.3"
"16374","","Massachusetts",25,2003,2003,"27 years",27,63,81546,"77.3"
"16375","","Massachusetts",25,2003,2003,"28 years",28,48,83252,"57.7"
"16376","","Massachusetts",25,2003,2003,"29 years",29,73,80434,"90.8"
"16377","","Massachusetts",25,2003,2003,"30 years",30,70,84155,"83.2"
"16378","","Massachusetts",25,2004,2004,"21 years",21,65,88038,"73.8"
"16379","","Massachusetts",25,2004,2004,"22 years",22,68,83889,"81.1"
"16380","","Massachusetts",25,2004,2004,"23 years",23,70,82292,"85.1"
"16381","","Massachusetts",25,2004,2004,"24 years",24,66,84906,"77.7"
"16382","","Massachusetts",25,2004,2004,"25 years",25,57,84718,"67.3"
"16383","","Massachusetts",25,2004,2004,"26 years",26,57,82810,"68.8"
"16384","","Massachusetts",25,2004,2004,"27 years",27,56,82665,"67.7"
"16385","","Massachusetts",25,2004,2004,"28 years",28,38,81552,"46.6"
"16386","","Massachusetts",25,2004,2004,"29 years",29,78,81942,"95.2"
"16387","","Massachusetts",25,2004,2004,"30 years",30,58,79963,"72.5"
"16388","","Massachusetts",25,2005,2005,"21 years",21,59,88073,"67.0"
"16389","","Massachusetts",25,2005,2005,"22 years",22,68,86600,"78.5"
"16390","","Massachusetts",25,2005,2005,"23 years",23,71,82546,"86.0"
"16391","","Massachusetts",25,2005,2005,"24 years",24,60,82735,"72.5"
"16392","","Massachusetts",25,2005,2005,"25 years",25,59,86140,"68.5"
"16393","","Massachusetts",25,2005,2005,"26 years",26,61,83676,"72.9"
"16394","","Massachusetts",25,2005,2005,"27 years",27,67,81657,"82.1"
"16395","","Massachusetts",25,2005,2005,"28 years",28,51,82684,"61.7"
"16396","","Massachusetts",25,2005,2005,"29 years",29,49,80269,"61.0"
"16397","","Massachusetts",25,2005,2005,"30 years",30,59,81851,"72.1"
"16398","","Massachusetts",25,2006,2006,"21 years",21,62,91495,"67.8"
"16399","","Massachusetts",25,2006,2006,"22 years",22,63,86802,"72.6"
"16400","","Massachusetts",25,2006,2006,"23 years",23,69,86250,"80.0"
"16401","","Massachusetts",25,2006,2006,"24 years",24,71,84090,"84.4"
"16402","","Massachusetts",25,2006,2006,"25 years",25,51,84298,"60.5"
"16403","","Massachusetts",25,2006,2006,"26 years",26,57,85432,"66.7"
"16404","","Massachusetts",25,2006,2006,"27 years",27,63,83043,"75.9"
"16405","","Massachusetts",25,2006,2006,"28 years",28,55,82269,"66.9"
"16406","","Massachusetts",25,2006,2006,"29 years",29,59,81444,"72.4"
"16407","","Massachusetts",25,2006,2006,"30 years",30,65,80362,"80.9"
"16408","","Massachusetts",25,2007,2007,"21 years",21,64,92890,"68.9"
"16409","","Massachusetts",25,2007,2007,"22 years",22,55,90241,"60.9"
"16410","","Massachusetts",25,2007,2007,"23 years",23,61,85761,"71.1"
"16411","","Massachusetts",25,2007,2007,"24 years",24,72,87328,"82.4"
"16412","","Massachusetts",25,2007,2007,"25 years",25,65,85897,"75.7"
"16413","","Massachusetts",25,2007,2007,"26 years",26,72,83945,"85.8"
"16414","","Massachusetts",25,2007,2007,"27 years",27,58,84909,"68.3"
"16415","","Massachusetts",25,2007,2007,"28 years",28,65,84127,"77.3"
"16416","","Massachusetts",25,2007,2007,"29 years",29,55,80879,"68.0"
"16417","","Massachusetts",25,2007,2007,"30 years",30,55,81794,"67.2"
"16418","","Massachusetts",25,2008,2008,"21 years",21,52,93500,"55.6"
"16419","","Massachusetts",25,2008,2008,"22 years",22,54,91540,"59.0"
"16420","","Massachusetts",25,2008,2008,"23 years",23,47,89773,"52.4"
"16421","","Massachusetts",25,2008,2008,"24 years",24,75,86656,"86.5"
"16422","","Massachusetts",25,2008,2008,"25 years",25,65,89355,"72.7"
"16423","","Massachusetts",25,2008,2008,"26 years",26,66,85919,"76.8"
"16424","","Massachusetts",25,2008,2008,"27 years",27,67,83877,"79.9"
"16425","","Massachusetts",25,2008,2008,"28 years",28,60,86499,"69.4"
"16426","","Massachusetts",25,2008,2008,"29 years",29,53,83220,"63.7"
"16427","","Massachusetts",25,2008,2008,"30 years",30,56,81776,"68.5"
"16428","","Massachusetts",25,2009,2009,"21 years",21,62,96234,"64.4"
"16429","","Massachusetts",25,2009,2009,"22 years",22,65,92660,"70.1"
"16430","","Massachusetts",25,2009,2009,"23 years",23,67,91524,"73.2"
"16431","","Massachusetts",25,2009,2009,"24 years",24,59,91143,"64.7"
"16432","","Massachusetts",25,2009,2009,"25 years",25,71,88800,"80.0"
"16433","","Massachusetts",25,2009,2009,"26 years",26,64,89567,"71.5"
"16434","","Massachusetts",25,2009,2009,"27 years",27,62,86239,"71.9"
"16435","","Massachusetts",25,2009,2009,"28 years",28,53,86120,"61.5"
"16436","","Massachusetts",25,2009,2009,"29 years",29,69,85743,"80.5"
"16437","","Massachusetts",25,2009,2009,"30 years",30,57,84524,"67.4"
"16438","","Massachusetts",25,2010,2010,"21 years",21,63,96372,"65.4"
"16439","","Massachusetts",25,2010,2010,"22 years",22,67,94400,"71.0"
"16440","","Massachusetts",25,2010,2010,"23 years",23,70,91526,"76.5"
"16441","","Massachusetts",25,2010,2010,"24 years",24,69,92122,"74.9"
"16442","","Massachusetts",25,2010,2010,"25 years",25,55,91625,"60.0"
"16443","","Massachusetts",25,2010,2010,"26 years",26,65,88243,"73.7"
"16444","","Massachusetts",25,2010,2010,"27 years",27,57,88560,"64.4"
"16445","","Massachusetts",25,2010,2010,"28 years",28,67,87479,"76.6"
"16446","","Massachusetts",25,2010,2010,"29 years",29,76,85618,"88.8"
"16447","","Massachusetts",25,2010,2010,"30 years",30,76,86734,"87.6"
"16448","","Massachusetts",25,2011,2011,"21 years",21,70,98388,"71.1"
"16449","","Massachusetts",25,2011,2011,"22 years",22,64,93308,"68.6"
"16450","","Massachusetts",25,2011,2011,"23 years",23,75,91208,"82.2"
"16451","","Massachusetts",25,2011,2011,"24 years",24,72,92833,"77.6"
"16452","","Massachusetts",25,2011,2011,"25 years",25,71,94343,"75.3"
"16453","","Massachusetts",25,2011,2011,"26 years",26,64,92527,"69.2"
"16454","","Massachusetts",25,2011,2011,"27 years",27,58,89075,"65.1"
"16455","","Massachusetts",25,2011,2011,"28 years",28,75,88956,"84.3"
"16456","","Massachusetts",25,2011,2011,"29 years",29,80,88337,"90.6"
"16457","","Massachusetts",25,2011,2011,"30 years",30,85,85535,"99.4"
"16458","","Massachusetts",25,2012,2012,"21 years",21,40,95455,"41.9"
"16459","","Massachusetts",25,2012,2012,"22 years",22,54,94974,"56.9"
"16460","","Massachusetts",25,2012,2012,"23 years",23,64,89844,"71.2"
"16461","","Massachusetts",25,2012,2012,"24 years",24,63,93199,"67.6"
"16462","","Massachusetts",25,2012,2012,"25 years",25,59,95395,"61.8"
"16463","","Massachusetts",25,2012,2012,"26 years",26,63,94804,"66.5"
"16464","","Massachusetts",25,2012,2012,"27 years",27,69,94695,"72.9"
"16465","","Massachusetts",25,2012,2012,"28 years",28,65,90362,"71.9"
"16466","","Massachusetts",25,2012,2012,"29 years",29,72,89772,"80.2"
"16467","","Massachusetts",25,2012,2012,"30 years",30,71,89027,"79.8"
"16468","","Massachusetts",25,2013,2013,"21 years",21,60,99740,"60.2"
"16469","","Massachusetts",25,2013,2013,"22 years",22,58,94140,"61.6"
"16470","","Massachusetts",25,2013,2013,"23 years",23,70,92595,"75.6"
"16471","","Massachusetts",25,2013,2013,"24 years",24,89,92853,"95.9"
"16472","","Massachusetts",25,2013,2013,"25 years",25,70,94916,"73.7"
"16473","","Massachusetts",25,2013,2013,"26 years",26,79,96366,"82.0"
"16474","","Massachusetts",25,2013,2013,"27 years",27,67,96384,"69.5"
"16475","","Massachusetts",25,2013,2013,"28 years",28,67,95971,"69.8"
"16476","","Massachusetts",25,2013,2013,"29 years",29,69,90924,"75.9"
"16477","","Massachusetts",25,2013,2013,"30 years",30,83,90593,"91.6"
"16478","","Massachusetts",25,2014,2014,"21 years",21,54,102072,"52.9"
"16479","","Massachusetts",25,2014,2014,"22 years",22,67,97687,"68.6"
"16480","","Massachusetts",25,2014,2014,"23 years",23,69,91442,"75.5"
"16481","","Massachusetts",25,2014,2014,"24 years",24,84,95355,"88.1"
"16482","","Massachusetts",25,2014,2014,"25 years",25,91,95577,"95.2"
"16483","","Massachusetts",25,2014,2014,"26 years",26,105,96640,"108.7"
"16484","","Massachusetts",25,2014,2014,"27 years",27,98,97620,"100.4"
"16485","","Massachusetts",25,2014,2014,"28 years",28,108,96869,"111.5"
"16486","","Massachusetts",25,2014,2014,"29 years",29,98,96024,"102.1"
"16487","","Massachusetts",25,2014,2014,"30 years",30,85,91500,"92.9"
"16488","","Massachusetts",25,2015,2015,"21 years",21,81,101750,"79.6"
"16489","","Massachusetts",25,2015,2015,"22 years",22,77,99557,"77.3"
"16490","","Massachusetts",25,2015,2015,"23 years",23,86,95143,"90.4"
"16491","","Massachusetts",25,2015,2015,"24 years",24,90,94309,"95.4"
"16492","","Massachusetts",25,2015,2015,"25 years",25,96,97876,"98.1"
"16493","","Massachusetts",25,2015,2015,"26 years",26,102,96695,"105.5"
"16494","","Massachusetts",25,2015,2015,"27 years",27,117,97149,"120.4"
"16495","","Massachusetts",25,2015,2015,"28 years",28,112,97748,"114.6"
"16496","","Massachusetts",25,2015,2015,"29 years",29,120,97050,"123.6"
"16497","","Massachusetts",25,2015,2015,"30 years",30,115,96832,"118.8"
"16498","","Massachusetts",25,2016,2016,"21 years",21,64,101315,"63.2"
"16499","","Massachusetts",25,2016,2016,"22 years",22,79,99007,"79.8"
"16500","","Massachusetts",25,2016,2016,"23 years",23,94,96584,"97.3"
"16501","","Massachusetts",25,2016,2016,"24 years",24,104,98165,"105.9"
"16502","","Massachusetts",25,2016,2016,"25 years",25,107,96612,"110.8"
"16503","","Massachusetts",25,2016,2016,"26 years",26,109,99446,"109.6"
"16504","","Massachusetts",25,2016,2016,"27 years",27,128,97629,"131.1"
"16505","","Massachusetts",25,2016,2016,"28 years",28,131,97189,"134.8"
"16506","","Massachusetts",25,2016,2016,"29 years",29,134,97481,"137.5"
"16507","","Massachusetts",25,2016,2016,"30 years",30,123,96849,"127.0"
"16508","","Massachusetts",25,2017,2017,"21 years",21,48,99729,"48.1"
"16509","","Massachusetts",25,2017,2017,"22 years",22,71,97247,"73.0"
"16510","","Massachusetts",25,2017,2017,"23 years",23,94,95319,"98.6"
"16511","","Massachusetts",25,2017,2017,"24 years",24,86,98641,"87.2"
"16512","","Massachusetts",25,2017,2017,"25 years",25,107,99077,"108.0"
"16513","","Massachusetts",25,2017,2017,"26 years",26,110,98846,"111.3"
"16514","","Massachusetts",25,2017,2017,"27 years",27,124,101331,"122.4"
"16515","","Massachusetts",25,2017,2017,"28 years",28,136,100069,"135.9"
"16516","","Massachusetts",25,2017,2017,"29 years",29,127,100298,"126.6"
"16517","","Massachusetts",25,2017,2017,"30 years",30,125,98965,"126.3"
"16518","","Michigan",26,1999,1999,"21 years",21,137,132050,"103.7"
"16519","","Michigan",26,1999,1999,"22 years",22,129,126056,"102.3"
"16520","","Michigan",26,1999,1999,"23 years",23,131,120004,"109.2"
"16521","","Michigan",26,1999,1999,"24 years",24,114,122123,"93.3"
"16522","","Michigan",26,1999,1999,"25 years",25,116,123214,"94.1"
"16523","","Michigan",26,1999,1999,"26 years",26,118,124504,"94.8"
"16524","","Michigan",26,1999,1999,"27 years",27,133,133559,"99.6"
"16525","","Michigan",26,1999,1999,"28 years",28,126,142682,"88.3"
"16526","","Michigan",26,1999,1999,"29 years",29,172,144012,"119.4"
"16527","","Michigan",26,1999,1999,"30 years",30,136,142444,"95.5"
"16528","","Michigan",26,2000,2000,"21 years",21,139,134087,"103.7"
"16529","","Michigan",26,2000,2000,"22 years",22,97,127562,"76.0"
"16530","","Michigan",26,2000,2000,"23 years",23,102,121872,"83.7"
"16531","","Michigan",26,2000,2000,"24 years",24,104,120074,"86.6"
"16532","","Michigan",26,2000,2000,"25 years",25,126,123232,"102.2"
"16533","","Michigan",26,2000,2000,"26 years",26,109,121088,"90.0"
"16534","","Michigan",26,2000,2000,"27 years",27,112,127150,"88.1"
"16535","","Michigan",26,2000,2000,"28 years",28,140,136626,"102.5"
"16536","","Michigan",26,2000,2000,"29 years",29,138,146533,"94.2"
"16537","","Michigan",26,2000,2000,"30 years",30,155,146293,"106.0"
"16538","","Michigan",26,2001,2001,"21 years",21,142,143408,"99.0"
"16539","","Michigan",26,2001,2001,"22 years",22,135,133263,"101.3"
"16540","","Michigan",26,2001,2001,"23 years",23,115,126019,"91.3"
"16541","","Michigan",26,2001,2001,"24 years",24,101,121227,"83.3"
"16542","","Michigan",26,2001,2001,"25 years",25,101,115356,"87.6"
"16543","","Michigan",26,2001,2001,"26 years",26,116,122997,"94.3"
"16544","","Michigan",26,2001,2001,"27 years",27,115,121344,"94.8"
"16545","","Michigan",26,2001,2001,"28 years",28,135,125276,"107.8"
"16546","","Michigan",26,2001,2001,"29 years",29,116,134026,"86.6"
"16547","","Michigan",26,2001,2001,"30 years",30,161,144415,"111.5"
"16548","","Michigan",26,2002,2002,"21 years",21,115,145147,"79.2"
"16549","","Michigan",26,2002,2002,"22 years",22,128,140190,"91.3"
"16550","","Michigan",26,2002,2002,"23 years",23,127,131059,"96.9"
"16551","","Michigan",26,2002,2002,"24 years",24,132,123586,"106.8"
"16552","","Michigan",26,2002,2002,"25 years",25,129,117330,"109.9"
"16553","","Michigan",26,2002,2002,"26 years",26,115,114985,"100.0"
"16554","","Michigan",26,2002,2002,"27 years",27,111,122527,"90.6"
"16555","","Michigan",26,2002,2002,"28 years",28,127,120949,"105.0"
"16556","","Michigan",26,2002,2002,"29 years",29,137,124307,"110.2"
"16557","","Michigan",26,2002,2002,"30 years",30,159,134407,"118.3"
"16558","","Michigan",26,2003,2003,"21 years",21,128,143797,"89.0"
"16559","","Michigan",26,2003,2003,"22 years",22,104,141828,"73.3"
"16560","","Michigan",26,2003,2003,"23 years",23,132,137303,"96.1"
"16561","","Michigan",26,2003,2003,"24 years",24,122,128421,"95.0"
"16562","","Michigan",26,2003,2003,"25 years",25,112,120020,"93.3"
"16563","","Michigan",26,2003,2003,"26 years",26,126,116920,"107.8"
"16564","","Michigan",26,2003,2003,"27 years",27,119,114637,"103.8"
"16565","","Michigan",26,2003,2003,"28 years",28,115,122014,"94.3"
"16566","","Michigan",26,2003,2003,"29 years",29,124,119955,"103.4"
"16567","","Michigan",26,2003,2003,"30 years",30,130,125173,"103.9"
"16568","","Michigan",26,2004,2004,"21 years",21,130,141496,"91.9"
"16569","","Michigan",26,2004,2004,"22 years",22,119,139838,"85.1"
"16570","","Michigan",26,2004,2004,"23 years",23,118,138318,"85.3"
"16571","","Michigan",26,2004,2004,"24 years",24,115,134184,"85.7"
"16572","","Michigan",26,2004,2004,"25 years",25,126,124361,"101.3"
"16573","","Michigan",26,2004,2004,"26 years",26,115,119227,"96.5"
"16574","","Michigan",26,2004,2004,"27 years",27,124,116297,"106.6"
"16575","","Michigan",26,2004,2004,"28 years",28,123,113594,"108.3"
"16576","","Michigan",26,2004,2004,"29 years",29,109,120488,"90.5"
"16577","","Michigan",26,2004,2004,"30 years",30,129,120505,"107.0"
"16578","","Michigan",26,2005,2005,"21 years",21,100,138953,"72.0"
"16579","","Michigan",26,2005,2005,"22 years",22,117,136900,"85.5"
"16580","","Michigan",26,2005,2005,"23 years",23,121,135489,"89.3"
"16581","","Michigan",26,2005,2005,"24 years",24,129,134534,"95.9"
"16582","","Michigan",26,2005,2005,"25 years",25,126,129973,"96.9"
"16583","","Michigan",26,2005,2005,"26 years",26,120,123067,"97.5"
"16584","","Michigan",26,2005,2005,"27 years",27,124,118333,"104.8"
"16585","","Michigan",26,2005,2005,"28 years",28,130,115221,"112.8"
"16586","","Michigan",26,2005,2005,"29 years",29,133,111712,"119.1"
"16587","","Michigan",26,2005,2005,"30 years",30,145,121313,"119.5"
"16588","","Michigan",26,2006,2006,"21 years",21,138,143099,"96.4"
"16589","","Michigan",26,2006,2006,"22 years",22,113,133805,"84.5"
"16590","","Michigan",26,2006,2006,"23 years",23,117,131606,"88.9"
"16591","","Michigan",26,2006,2006,"24 years",24,127,130949,"97.0"
"16592","","Michigan",26,2006,2006,"25 years",25,141,129712,"108.7"
"16593","","Michigan",26,2006,2006,"26 years",26,140,128000,"109.4"
"16594","","Michigan",26,2006,2006,"27 years",27,146,121770,"119.9"
"16595","","Michigan",26,2006,2006,"28 years",28,153,116574,"131.2"
"16596","","Michigan",26,2006,2006,"29 years",29,126,112907,"111.6"
"16597","","Michigan",26,2006,2006,"30 years",30,114,112081,"101.7"
"16598","","Michigan",26,2007,2007,"21 years",21,119,140357,"84.8"
"16599","","Michigan",26,2007,2007,"22 years",22,131,136856,"95.7"
"16600","","Michigan",26,2007,2007,"23 years",23,138,127423,"108.3"
"16601","","Michigan",26,2007,2007,"24 years",24,121,126371,"95.7"
"16602","","Michigan",26,2007,2007,"25 years",25,128,125143,"102.3"
"16603","","Michigan",26,2007,2007,"26 years",26,124,126745,"97.8"
"16604","","Michigan",26,2007,2007,"27 years",27,129,125895,"102.5"
"16605","","Michigan",26,2007,2007,"28 years",28,131,119279,"109.8"
"16606","","Michigan",26,2007,2007,"29 years",29,138,113672,"121.4"
"16607","","Michigan",26,2007,2007,"30 years",30,136,113691,"119.6"
"16608","","Michigan",26,2008,2008,"21 years",21,124,137647,"90.1"
"16609","","Michigan",26,2008,2008,"22 years",22,117,133305,"87.8"
"16610","","Michigan",26,2008,2008,"23 years",23,133,129671,"102.6"
"16611","","Michigan",26,2008,2008,"24 years",24,105,121697,"86.3"
"16612","","Michigan",26,2008,2008,"25 years",25,111,120541,"92.1"
"16613","","Michigan",26,2008,2008,"26 years",26,111,121595,"91.3"
"16614","","Michigan",26,2008,2008,"27 years",27,135,124381,"108.5"
"16615","","Michigan",26,2008,2008,"28 years",28,141,122942,"114.7"
"16616","","Michigan",26,2008,2008,"29 years",29,136,115762,"117.5"
"16617","","Michigan",26,2008,2008,"30 years",30,128,114390,"111.9"
"16618","","Michigan",26,2009,2009,"21 years",21,127,139222,"91.2"
"16619","","Michigan",26,2009,2009,"22 years",22,125,130893,"95.5"
"16620","","Michigan",26,2009,2009,"23 years",23,129,126218,"102.2"
"16621","","Michigan",26,2009,2009,"24 years",24,109,124792,"87.3"
"16622","","Michigan",26,2009,2009,"25 years",25,122,116748,"104.5"
"16623","","Michigan",26,2009,2009,"26 years",26,138,117699,"117.2"
"16624","","Michigan",26,2009,2009,"27 years",27,126,119777,"105.2"
"16625","","Michigan",26,2009,2009,"28 years",28,112,121616,"92.1"
"16626","","Michigan",26,2009,2009,"29 years",29,129,119604,"107.9"
"16627","","Michigan",26,2009,2009,"30 years",30,126,117204,"107.5"
"16628","","Michigan",26,2010,2010,"21 years",21,117,138484,"84.5"
"16629","","Michigan",26,2010,2010,"22 years",22,123,133317,"92.3"
"16630","","Michigan",26,2010,2010,"23 years",23,141,124711,"113.1"
"16631","","Michigan",26,2010,2010,"24 years",24,126,123210,"102.3"
"16632","","Michigan",26,2010,2010,"25 years",25,126,119633,"105.3"
"16633","","Michigan",26,2010,2010,"26 years",26,133,115096,"115.6"
"16634","","Michigan",26,2010,2010,"27 years",27,112,117521,"95.3"
"16635","","Michigan",26,2010,2010,"28 years",28,113,117794,"95.9"
"16636","","Michigan",26,2010,2010,"29 years",29,155,119539,"129.7"
"16637","","Michigan",26,2010,2010,"30 years",30,154,120970,"127.3"
"16638","","Michigan",26,2011,2011,"21 years",21,145,153160,"94.7"
"16639","","Michigan",26,2011,2011,"22 years",22,130,137160,"94.8"
"16640","","Michigan",26,2011,2011,"23 years",23,156,131444,"118.7"
"16641","","Michigan",26,2011,2011,"24 years",24,136,122624,"110.9"
"16642","","Michigan",26,2011,2011,"25 years",25,148,117577,"125.9"
"16643","","Michigan",26,2011,2011,"26 years",26,132,119528,"110.4"
"16644","","Michigan",26,2011,2011,"27 years",27,123,114657,"107.3"
"16645","","Michigan",26,2011,2011,"28 years",28,120,116873,"102.7"
"16646","","Michigan",26,2011,2011,"29 years",29,135,117973,"114.4"
"16647","","Michigan",26,2011,2011,"30 years",30,156,118710,"131.4"
"16648","","Michigan",26,2012,2012,"21 years",21,128,155637,"82.2"
"16649","","Michigan",26,2012,2012,"22 years",22,138,150046,"92.0"
"16650","","Michigan",26,2012,2012,"23 years",23,147,134057,"109.7"
"16651","","Michigan",26,2012,2012,"24 years",24,160,127423,"125.6"
"16652","","Michigan",26,2012,2012,"25 years",25,126,118990,"105.9"
"16653","","Michigan",26,2012,2012,"26 years",26,150,119714,"125.3"
"16654","","Michigan",26,2012,2012,"27 years",27,130,118206,"110.0"
"16655","","Michigan",26,2012,2012,"28 years",28,146,114596,"127.4"
"16656","","Michigan",26,2012,2012,"29 years",29,154,117347,"131.2"
"16657","","Michigan",26,2012,2012,"30 years",30,149,118171,"126.1"
"16658","","Michigan",26,2013,2013,"21 years",21,115,149178,"77.1"
"16659","","Michigan",26,2013,2013,"22 years",22,138,152763,"90.3"
"16660","","Michigan",26,2013,2013,"23 years",23,151,148145,"101.9"
"16661","","Michigan",26,2013,2013,"24 years",24,154,131430,"117.2"
"16662","","Michigan",26,2013,2013,"25 years",25,127,124124,"102.3"
"16663","","Michigan",26,2013,2013,"26 years",26,131,118066,"111.0"
"16664","","Michigan",26,2013,2013,"27 years",27,155,118648,"130.6"
"16665","","Michigan",26,2013,2013,"28 years",28,112,119010,"94.1"
"16666","","Michigan",26,2013,2013,"29 years",29,131,114726,"114.2"
"16667","","Michigan",26,2013,2013,"30 years",30,157,117350,"133.8"
"16668","","Michigan",26,2014,2014,"21 years",21,134,146181,"91.7"
"16669","","Michigan",26,2014,2014,"22 years",22,139,147183,"94.4"
"16670","","Michigan",26,2014,2014,"23 years",23,153,151009,"101.3"
"16671","","Michigan",26,2014,2014,"24 years",24,155,144682,"107.1"
"16672","","Michigan",26,2014,2014,"25 years",25,142,129207,"109.9"
"16673","","Michigan",26,2014,2014,"26 years",26,139,123144,"112.9"
"16674","","Michigan",26,2014,2014,"27 years",27,146,117835,"123.9"
"16675","","Michigan",26,2014,2014,"28 years",28,151,119183,"126.7"
"16676","","Michigan",26,2014,2014,"29 years",29,150,119526,"125.5"
"16677","","Michigan",26,2014,2014,"30 years",30,153,115151,"132.9"
"16678","","Michigan",26,2015,2015,"21 years",21,116,143597,"80.8"
"16679","","Michigan",26,2015,2015,"22 years",22,138,144602,"95.4"
"16680","","Michigan",26,2015,2015,"23 years",23,142,145512,"97.6"
"16681","","Michigan",26,2015,2015,"24 years",24,159,146808,"108.3"
"16682","","Michigan",26,2015,2015,"25 years",25,155,142214,"109.0"
"16683","","Michigan",26,2015,2015,"26 years",26,141,127830,"110.3"
"16684","","Michigan",26,2015,2015,"27 years",27,139,122803,"113.2"
"16685","","Michigan",26,2015,2015,"28 years",28,193,118509,"162.9"
"16686","","Michigan",26,2015,2015,"29 years",29,159,119824,"132.7"
"16687","","Michigan",26,2015,2015,"30 years",30,161,120310,"133.8"
"16688","","Michigan",26,2016,2016,"21 years",21,153,141738,"107.9"
